,country,resort,hotel,price,distance_from_lift_(m),altitude (m),totalPiste (km),totalLifts,gondolas,chairlifts,draglifts,blues,reds,blacks,totalRuns,link,sleeps,decSnowLow2020(cm),decSnowHigh2020(cm),janSnowLow2020(cm),janSnowHigh2020(cm),febSnowLow2020(cm),febSnowHigh2020(cm)
104,austria,schladming,hotel-kirchenwirt,843,unknown,745,175,93,8,23,62,22.0,44.0,8.0,74.0,https://www.igluski.com/ski-resorts/austria/schladming/hotel-kirchenwirt_6330?holidayId=58505672,30,0,50,70,110,67,118
105,austria,bad-gastein,hotel-alpenblick,847,500,1080,250,49,11,19,18,16.0,38.0,6.0,60.0,https://www.igluski.com/ski-resorts/austria/bad-gastein/hotel-alpenblick_32401?holidayId=58539653,76,0,100,48,155,45,176
106,finland,saariselka,tunturi-hotel-suites,849,unknown,180,20,5,0,1,4,3.0,7.0,2.0,12.0,https://www.igluski.com/ski-resorts/finland/saariselka/tunturi-hotel-suites_34984?holidayId=51746245,unknown,unknown,unknown,unknown,unknown,unknown,unknown
107,austria,alpbach,hotel-alphof,852,unknown,1000,145,47,7,8,31,24.0,34.0,11.0,69.0,https://www.igluski.com/ski-resorts/austria/alpbach/hotel-alphof_37880?holidayId=58486558,unknown,0,0,50,106,48,114
108,italy,sestriere,hotel-gran-roc,852,1000,2035,400,94,5,35,54,43.0,73.0,30.0,146.0,https://www.igluski.com/ski-resorts/italy/sestriere/hotel-gran-roc_39152?holidayId=58476396,unknown,150,220,35,300,96,280
109,italy,passo-tonale,delle-alpi-hotel,854,unknown,1883,100,30,3,19,8,11.0,15.0,4.0,30.0,https://www.igluski.com/ski-resorts/italy/passo-tonale/delle-alpi-hotel_4102?holidayId=58387390,70,30,400,30,400,30,400
110,austria,mayrhofen,alpin-hotel-garni-eder,855,300,630,600,52,8,27,17,43.0,75.0,15.0,133.0,https://www.igluski.com/ski-resorts/austria/mayrhofen/alpin-hotel-garni-eder_32262?holidayId=58518413,unknown,0,60,5,80,2,99
111,austria,zell-am-see,seehotel--seevilla-freiberg,855,unknown,758,136,55,13,18,24,31.0,19.0,9.0,59.0,https://www.igluski.com/ski-resorts/austria/zell-am-see/seehotel--seevilla-freiberg_1325?holidayId=58488847,80,0,58,43,147,46,150
112,italy,canazei,hotel-diana,855,unknown,1460,120,58,9,28,21,30.0,41.0,3.0,74.0,https://www.igluski.com/ski-resorts/italy/canazei/hotel-diana_42103?holidayId=58525928,100,50,160,50,120,50,120
113,austria,igls,bon-alpina-hotel,856,unknown,870,12,8,1,3,4,2.0,3.0,0.0,5.0,https://www.igluski.com/ski-resorts/austria/igls/bon-alpina-hotel_3378?holidayId=58332813,194,0,0,45,106,49,124
114,austria,alpbach,haus-andreas--rostall,856,unknown,1000,145,47,7,8,31,24.0,34.0,11.0,69.0,https://www.igluski.com/ski-resorts/austria/alpbach/haus-andreas--rostall_37878?holidayId=58518855,unknown,0,0,50,106,48,114
115,andorra,pas-de-la-casa,font-d-argent,858,45,2050,193,63,4,28,26,40.0,37.0,23.0,100.0,https://www.igluski.com/ski-resorts/andorra/pas-de-la-casa/font-d-argent_7183?holidayId=58477146,150,15,40,80,165,52,140
116,italy,pila,th-pila,858,200,1800,70,12,2,9,1,5.0,22.0,3.0,30.0,https://www.igluski.com/ski-resorts/italy/pila/th-pila_36919?holidayId=58484730,unknown,65,150,65,150,65,150
117,austria,zell-am-see,garden-hotel-daxer,861,unknown,758,136,55,13,18,24,31.0,19.0,9.0,59.0,https://www.igluski.com/ski-resorts/austria/zell-am-see/garden-hotel-daxer_38131?holidayId=58448729,unknown,0,58,43,147,46,150
118,andorra,pas-de-la-casa,cristina-hotel,861,200,2050,193,63,4,28,26,40.0,37.0,23.0,100.0,https://www.igluski.com/ski-resorts/andorra/pas-de-la-casa/cristina-hotel_288?holidayId=58540236,100,15,40,80,165,52,140
119,italy,passo-tonale,hotel-gardenia,861,unknown,1883,100,30,3,19,8,11.0,15.0,4.0,30.0,https://www.igluski.com/ski-resorts/italy/passo-tonale/hotel-gardenia_3606?holidayId=58523785,112,30,400,30,400,30,400
120,italy,kronplatz,hotel-marajei,867,unknown,900,103,32,20,6,6,25.0,12.0,6.0,43.0,https://www.igluski.com/ski-resorts/italy/kronplatz/hotel-marajei_36744?holidayId=58490805,unknown,60,120,60,130,60,132
121,bulgaria,borovets,hotel-rila,869,25,1390,58,18,1,4,13,1.0,13.0,1.0,15.0,https://www.igluski.com/ski-resorts/bulgaria/borovets/hotel-rila_1060?holidayId=58515864,1200,0,0,160,200,194,246
122,italy,la-thuile,hotel-planibel,873,5,1441,150,36,1,16,19,13.0,14.0,6.0,33.0,https://www.igluski.com/ski-resorts/italy/la-thuile/hotel-planibel_500?holidayId=58512782,762,15,90,190,225,174,263
123,austria,bad-hofgastein,hotel-der-salzburger-hof,874,unknown,870,208,49,11,19,18,16.0,38.0,6.0,60.0,https://www.igluski.com/ski-resorts/austria/bad-hofgastein/hotel-der-salzburger-hof_1255?holidayId=58542495,unknown,0,100,48,155,45,176
124,italy,selva-val-gardena,hotel-posta-al-cervo,874,800,1563,175,81,9,41,31,32.0,23.0,4.0,59.0,https://www.igluski.com/ski-resorts/italy/selva-val-gardena/hotel-posta-al-cervo_39293?holidayId=58453197,unknown,72,165,50,150,49,149
125,italy,canazei,hotel-dolomiti,878,500,1460,120,58,9,28,21,30.0,41.0,3.0,74.0,https://www.igluski.com/ski-resorts/italy/canazei/hotel-dolomiti_20969?holidayId=58515112,180,50,160,50,120,50,120
126,italy,sauze-d-oulx,hotel-new-miravalle,879,unknown,1503,400,89,0,35,54,31.0,97.0,32.0,160.0,https://www.igluski.com/ski-resorts/italy/sauze-d-oulx/hotel-new-miravalle_3792?holidayId=58534895,unknown,150,220,35,300,96,280
127,austria,zell-am-see,landhotel-martha,880,unknown,758,136,55,13,18,24,31.0,19.0,9.0,59.0,https://www.igluski.com/ski-resorts/austria/zell-am-see/landhotel-martha_22321?holidayId=58500797,20,0,58,43,147,46,150
128,finland,levi,hotel-levi-panorama,881,unknown,200,44,27,2,2,14,19.0,22.0,2.0,43.0,https://www.igluski.com/ski-resorts/finland/levi/hotel-levi-panorama_36700?holidayId=58271288,340,35,45,65,75,90,115
129,andorra,arinsal,hotel-princesa-parc,883,200,1550,63,30,2,11,13,22.0,16.0,4.0,42.0,https://www.igluski.com/ski-resorts/andorra/arinsal/hotel-princesa-parc_6213?holidayId=58394624,500,30,60,130,180,120,170
130,france,morzine,hotel-igloo,886,unknown,1000,650,206,14,82,110,153.0,127.0,28.0,308.0,https://www.igluski.com/ski-resorts/france/morzine/hotel-igloo_1544?holidayId=58520752,unknown,10,50,40,190,23,156
131,france,chatel,hotel-le-tremplin,888,300,1200,650,206,14,78,114,153.0,127.0,28.0,308.0,https://www.igluski.com/ski-resorts/france/chatel/hotel-le-tremplin_40615?holidayId=58452973,70,10,50,40,190,23,156
132,austria,soll,hotel-feldwebel,890,unknown,703,250,94,11,38,44,63.0,57.0,8.0,128.0,https://www.igluski.com/ski-resorts/austria/soll/hotel-feldwebel_4140?holidayId=58496403,64,0,25,33,76,48,85
133,italy,sestriere,hotel-du-col,891,unknown,2035,400,94,5,35,54,43.0,73.0,30.0,146.0,https://www.igluski.com/ski-resorts/italy/sestriere/hotel-du-col_3797?holidayId=58453243,140,150,220,35,300,96,280
134,italy,gressoney,hotel-scoiattolo,891,unknown,1637,150,13,3,5,5,7.0,20.0,5.0,32.0,https://www.igluski.com/ski-resorts/italy/gressoney/hotel-scoiattolo_1793?holidayId=58520980,30,10,110,30,120,30,120
135,austria,soll,hotel-modlinger,893,1000,703,250,94,11,38,44,63.0,57.0,8.0,128.0,https://www.igluski.com/ski-resorts/austria/soll/hotel-modlinger_1982?holidayId=58519006,72,0,25,33,76,48,85
136,italy,campitello,hotel-christine,893,600,1448,17,9,2,5,2,3.0,4.0,1.0,8.0,https://www.igluski.com/ski-resorts/italy/campitello/hotel-christine_42104?holidayId=58448941,50,unknown,unknown,unknown,unknown,unknown,unknown
137,austria,mayrhofen,der-siegeler,897,950,630,600,52,8,27,17,43.0,75.0,15.0,133.0,https://www.igluski.com/ski-resorts/austria/mayrhofen/der-siegeler_36810?holidayId=58537496,80,0,60,5,80,2,99
138,italy,folgarida,hotel-caminetto,897,100,1300,50,25,5,15,5,18.0,8.0,4.0,30.0,https://www.igluski.com/ski-resorts/italy/folgarida/hotel-caminetto_32172?holidayId=58502083,72,unknown,unknown,unknown,unknown,unknown,unknown
139,france,alpe-d-huez,hotel-le-chaix,897,200,1850,249,82,15,23,41,23.0,74.0,38.0,135.0,https://www.igluski.com/ski-resorts/france/alpe-d-huez/hotel-le-chaix_40716?holidayId=58536200,66,71,120,151,276,141,241
140,finland,saariselka,holiday-club,899,500,180,20,5,0,1,4,3.0,7.0,2.0,12.0,https://www.igluski.com/ski-resorts/finland/saariselka/holiday-club_24309?holidayId=51633533,150,unknown,unknown,unknown,unknown,unknown,unknown
141,finland,saariselka,tunturi-hotel,899,unknown,180,20,5,0,1,4,3.0,7.0,2.0,12.0,https://www.igluski.com/ski-resorts/finland/saariselka/tunturi-hotel_24322?holidayId=51764215,unknown,unknown,unknown,unknown,unknown,unknown,unknown
142,italy,cervinia,hotel-compagnoni,901,unknown,2050,350,56,21,21,12,30.0,75.0,26.0,131.0,https://www.igluski.com/ski-resorts/italy/cervinia/hotel-compagnoni_1699?holidayId=58493037,unknown,27,106,64,147,55,208
143,france,val-d-isere,hotel-le-kern,902,500,1850,300,89,10,45,34,83.0,46.0,25.0,154.0,https://www.igluski.com/ski-resorts/france/val-d-isere/hotel-le-kern_3737?holidayId=58426603,40,75,165,185,233,191,242
144,andorra,soldeu,hotel-himalaia-soldeu,902,140,1800,210,67,4,32,26,63.0,38.0,22.0,123.0,https://www.igluski.com/ski-resorts/andorra/soldeu/hotel-himalaia-soldeu_6248?holidayId=58538293,212,unknown,unknown,unknown,unknown,unknown,unknown
145,finland,yllas,yllaskaltio,904,unknown,719,0,29,1,1,0,33.0,24.0,6.0,63.0,https://www.igluski.com/ski-resorts/finland/yllas/yllaskaltio_26954?holidayId=58522786,144,40,65,85,85,85,85
146,italy,sestriere,grand-hotel-sestriere,905,300,2035,400,94,5,35,54,43.0,73.0,30.0,146.0,https://www.igluski.com/ski-resorts/italy/sestriere/grand-hotel-sestriere_3798?holidayId=58509120,208,150,220,35,300,96,280
147,italy,selva-val-gardena,hotel-flora,905,500,1563,175,81,9,41,31,32.0,23.0,4.0,59.0,https://www.igluski.com/ski-resorts/italy/selva-val-gardena/hotel-flora_20963?holidayId=58411000,38,72,165,50,150,49,149
148,austria,soll,hotel-fuchs,906,unknown,703,250,94,11,38,44,63.0,57.0,8.0,128.0,https://www.igluski.com/ski-resorts/austria/soll/hotel-fuchs_19892?holidayId=58438138,130,0,25,33,76,48,85
149,italy,passo-tonale,hotel-sport-vittoria,907,unknown,1883,100,30,3,19,8,11.0,15.0,4.0,30.0,https://www.igluski.com/ski-resorts/italy/passo-tonale/hotel-sport-vittoria_3607?holidayId=58510939,144,30,400,30,400,30,400
150,austria,st-johann-in-tirol,das-hotel--wirtshaus-post,917,unknown,700,60,17,3,4,10,4.0,23.0,2.0,29.0,https://www.igluski.com/ski-resorts/austria/st-johann-in-tirol/das-hotel--wirtshaus-post_1297?holidayId=58537162,unknown,0,0,40,96,44,97
151,france,bourg-st-maurice,hotel-base-camp-lodge,918,unknown,1600,425,171,15,62,94,20.0,195.0,27.0,242.0,https://www.igluski.com/ski-resorts/france/bourg-st-maurice/hotel-base-camp-lodge_42100?holidayId=58489490,120,unknown,unknown,unknown,unknown,unknown,unknown
152,italy,selva-val-gardena,hotel-pineta,919,unknown,1563,175,81,9,41,31,32.0,23.0,4.0,59.0,https://www.igluski.com/ski-resorts/italy/selva-val-gardena/hotel-pineta_3628?holidayId=58515300,unknown,72,165,50,150,49,149
153,austria,ellmau,alte-post-hotel,919,500,820,280,95,9,33,52,63.0,57.0,8.0,128.0,https://www.igluski.com/ski-resorts/austria/ellmau/alte-post-hotel_2025?holidayId=58507822,64,0,25,33,76,48,85
154,austria,solden,gastehaus-kneisl,921,unknown,1350,146,33,8,16,9,20.0,12.0,8.0,40.0,https://www.igluski.com/ski-resorts/austria/solden/gastehaus-kneisl_36786?holidayId=58521371,unknown,5,263,15,306,15,362
155,france,les-deux-alpes,chamois-lodge,922,240,1651,220,43,4,17,18,14.0,49.0,22.0,85.0,https://www.igluski.com/ski-resorts/france/les-deux-alpes/chamois-lodge_40723?holidayId=58527929,600,25,100,40,200,40,200
156,andorra,soldeu,hotel-bruxelles,924,200,1800,210,67,4,32,26,63.0,38.0,22.0,123.0,https://www.igluski.com/ski-resorts/andorra/soldeu/hotel-bruxelles_2149?holidayId=58537918,38,unknown,unknown,unknown,unknown,unknown,unknown
157,france,les-deux-alpes,hotel-de-la-valentin,926,unknown,1651,220,43,4,17,18,14.0,49.0,22.0,85.0,https://www.igluski.com/ski-resorts/france/les-deux-alpes/hotel-de-la-valentin_33153?holidayId=58502258,54,25,100,40,200,40,200
158,france,les-deux-alpes,hotel-belle-etoile,928,100,1651,220,43,4,17,18,14.0,49.0,22.0,85.0,https://www.igluski.com/ski-resorts/france/les-deux-alpes/hotel-belle-etoile_20671?holidayId=58478850,58,25,100,40,200,40,200
159,italy,gressoney,chalet-du-lys,931,unknown,1637,150,13,3,5,5,7.0,20.0,5.0,32.0,https://www.igluski.com/ski-resorts/italy/gressoney/chalet-du-lys_30841?holidayId=58512116,58,10,110,30,120,30,120
160,austria,galtur,alpenhotel-tirol,940,unknown,1585,40,0,0,0,0,0.0,0.0,0.0,0.0,https://www.igluski.com/ski-resorts/austria/galtur/alpenhotel-tirol_26985?holidayId=58539136,76,20,45,66,125,68,150
161,italy,passo-tonale,hotel-miramonti,941,unknown,1883,100,30,3,19,8,11.0,15.0,4.0,30.0,https://www.igluski.com/ski-resorts/italy/passo-tonale/hotel-miramonti_4099?holidayId=58530699,240,30,400,30,400,30,400
162,andorra,soldeu,hotel-piolets,941,50,1800,210,67,4,32,26,63.0,38.0,22.0,123.0,https://www.igluski.com/ski-resorts/andorra/soldeu/hotel-piolets_560?holidayId=58463322,236,unknown,unknown,unknown,unknown,unknown,unknown
163,italy,cervinia,edelweiss-hotel,945,unknown,2050,350,56,21,21,12,30.0,75.0,26.0,131.0,https://www.igluski.com/ski-resorts/italy/cervinia/edelweiss-hotel_3781?holidayId=58486251,70,27,106,64,147,55,208
164,finland,levi,k5-hotel,949,unknown,200,44,27,2,2,14,19.0,22.0,2.0,43.0,https://www.igluski.com/ski-resorts/finland/levi/k5-hotel_26013?holidayId=54693494,70,35,45,65,75,90,115
165,france,les-arcs-2000,hotel-club-mmv-altitude,952,unknown,2000,200,82,8,33,41,57.0,33.0,18.0,108.0,https://www.igluski.com/ski-resorts/france/les-arcs-2000/hotel-club-mmv-altitude_30907?holidayId=58483614,390,unknown,unknown,unknown,unknown,unknown,unknown
166,italy,cervinia,hotel-petit-palais,955,100,2050,350,56,21,21,12,30.0,75.0,26.0,131.0,https://www.igluski.com/ski-resorts/italy/cervinia/hotel-petit-palais_1739?holidayId=58540384,106,27,106,64,147,55,208
167,italy,campitello,hotel-stella-montis,955,unknown,1448,17,9,2,5,2,3.0,4.0,1.0,8.0,https://www.igluski.com/ski-resorts/italy/campitello/hotel-stella-montis_38748?holidayId=58534963,unknown,unknown,unknown,unknown,unknown,unknown,unknown
168,italy,san-candido,sporthotel-tyrol,960,500,1600,93,32,1,7,19,24.0,37.0,15.0,76.0,https://www.igluski.com/ski-resorts/italy/san-candido/sporthotel-tyrol_34913?holidayId=58491002,unknown,unknown,unknown,unknown,unknown,unknown,unknown
169,italy,madonna-di-campiglio,alpen-hotel-vidi,961,200,1550,150,47,9,29,9,21.0,13.0,4.0,38.0,https://www.igluski.com/ski-resorts/italy/madonna-di-campiglio/alpen-hotel-vidi_39149?holidayId=58433254,unknown,79,187,60,160,60,149
170,austria,mayrhofen,alpenhof-kristall,964,1000,630,600,52,8,27,17,43.0,75.0,15.0,133.0,https://www.igluski.com/ski-resorts/austria/mayrhofen/alpenhof-kristall_40737?holidayId=59450388,unknown,0,60,5,80,2,99
171,italy,selva-val-gardena,hotel-pralong,967,150,1563,175,81,9,41,31,32.0,23.0,4.0,59.0,https://www.igluski.com/ski-resorts/italy/selva-val-gardena/hotel-pralong_2543?holidayId=58528224,54,72,165,50,150,49,149
172,austria,ischgl,hotel-garni-litzner,969,unknown,1400,230,48,9,27,12,23.0,60.0,15.0,98.0,https://www.igluski.com/ski-resorts/austria/ischgl/hotel-garni-litzner_19706?holidayId=58520681,65,20,70,50,120,63,131
173,austria,zell-am-see,hotel-zum-hirschen,969,150,758,136,55,13,18,24,31.0,19.0,9.0,59.0,https://www.igluski.com/ski-resorts/austria/zell-am-see/hotel-zum-hirschen_2205?holidayId=58492560,45,0,58,43,147,46,150
174,france,val-d-isere,les-cretes-blanches,971,200,1850,300,89,10,45,34,83.0,46.0,25.0,154.0,https://www.igluski.com/ski-resorts/france/val-d-isere/les-cretes-blanches_6704?holidayId=58432771,60,75,165,185,233,191,242
175,andorra,pas-de-la-casa,hotel-sporting,974,unknown,2050,193,63,4,28,26,40.0,37.0,23.0,100.0,https://www.igluski.com/ski-resorts/andorra/pas-de-la-casa/hotel-sporting_22830?holidayId=58500686,unknown,15,40,80,165,52,140
176,andorra,soldeu,sporthotel,978,50,1800,210,67,4,32,26,63.0,38.0,22.0,123.0,https://www.igluski.com/ski-resorts/andorra/soldeu/sporthotel_996?holidayId=58451008,330,unknown,unknown,unknown,unknown,unknown,unknown
177,italy,campitello,hotel-park-diamant,980,unknown,1448,17,9,2,5,2,3.0,4.0,1.0,8.0,https://www.igluski.com/ski-resorts/italy/campitello/hotel-park-diamant_2490?holidayId=58545122,78,unknown,unknown,unknown,unknown,unknown,unknown
178,france,alpe-d-huez,hotel-le-castillan,981,120,1850,249,82,15,23,41,23.0,74.0,38.0,135.0,https://www.igluski.com/ski-resorts/france/alpe-d-huez/hotel-le-castillan_42107?holidayId=58532301,100,71,120,151,276,141,241
179,austria,st-anton,hotel-goldenes-kreuz,985,unknown,1304,305,88,15,45,28,130.0,123.0,51.0,304.0,https://www.igluski.com/ski-resorts/austria/st-anton/hotel-goldenes-kreuz_1295?holidayId=58457176,56,35,45,110,138,102,168
180,austria,zell-am-see,hotel-lebzelter,986,200,758,136,55,13,18,24,31.0,19.0,9.0,59.0,https://www.igluski.com/ski-resorts/austria/zell-am-see/hotel-lebzelter_4163?holidayId=59409461,100,0,58,43,147,46,150
181,austria,mayrhofen,sport--spa-hotel-strass,987,10,630,600,52,8,27,17,43.0,75.0,15.0,133.0,https://www.igluski.com/ski-resorts/austria/mayrhofen/sport--spa-hotel-strass_1394?holidayId=58523796,360,0,60,5,80,2,99
182,italy,val-di-fassa,hotel-rubino-executive,989,unknown,1460,120,58,9,28,21,30.0,41.0,3.0,74.0,https://www.igluski.com/ski-resorts/italy/val-di-fassa/hotel-rubino-executive_3623?holidayId=58537627,unknown,50,160,50,120,50,120
183,france,tignes,hotel-diva,990,300,2100,300,89,10,45,34,83.0,46.0,25.0,154.0,https://www.igluski.com/ski-resorts/france/tignes/hotel-diva_1501?holidayId=58285963,242,75,165,185,233,191,242
184,andorra,arinsal,diana-parc--spa-hotel,991,unknown,1550,63,30,2,11,13,22.0,16.0,4.0,42.0,https://www.igluski.com/ski-resorts/andorra/arinsal/diana-parc--spa-hotel_36622?holidayId=58515222,unknown,30,60,130,180,120,170
185,austria,ischgl,garni-neder,993,unknown,1400,230,48,9,27,12,23.0,60.0,15.0,98.0,https://www.igluski.com/ski-resorts/austria/ischgl/garni-neder_27627?holidayId=58521356,42,20,70,50,120,63,131
186,austria,soll,feichter-guesthouse,997,unknown,703,250,94,11,38,44,63.0,57.0,8.0,128.0,https://www.igluski.com/ski-resorts/austria/soll/feichter-guesthouse_27650?holidayId=58515190,38,0,25,33,76,48,85
187,finland,saariselka,gielas-hotel,999,unknown,180,20,5,0,1,4,3.0,7.0,2.0,12.0,https://www.igluski.com/ski-resorts/finland/saariselka/gielas-hotel_36841?holidayId=51687590,unknown,unknown,unknown,unknown,unknown,unknown,unknown
188,austria,bad-hofgastein,hotel-germania,1000,unknown,870,208,49,11,19,18,16.0,38.0,6.0,60.0,https://www.igluski.com/ski-resorts/austria/bad-hofgastein/hotel-germania_38022?holidayId=58526558,150,0,100,48,155,45,176
189,austria,st-johann-in-tirol,boutique-hotel-bruggwirt,1000,1440,700,60,17,3,4,10,4.0,23.0,2.0,29.0,https://www.igluski.com/ski-resorts/austria/st-johann-in-tirol/boutique-hotel-bruggwirt_42097?holidayId=58530186,150,0,0,40,96,44,97
190,austria,soll,hotel-gansleit,1002,unknown,703,250,94,11,38,44,63.0,57.0,8.0,128.0,https://www.igluski.com/ski-resorts/austria/soll/hotel-gansleit_3382?holidayId=58537963,60,0,25,33,76,48,85
191,italy,cortina,hotel-serena,1007,unknown,1224,140,47,5,29,13,52.0,18.0,8.0,78.0,https://www.igluski.com/ski-resorts/italy/cortina/hotel-serena_40697?holidayId=58423841,unknown,30,130,30,130,30,130
192,france,serre-chevalier,sowell-hotel-le-parc-and-spa,1007,120,1350,250,74,9,19,46,53.0,43.0,15.0,111.0,https://www.igluski.com/ski-resorts/france/serre-chevalier/sowell-hotel-le-parc-and-spa_41548?holidayId=58512643,138,0,200,75,250,43,231
193,italy,selva-val-gardena,hotel-serena,1007,unknown,1563,175,81,9,41,31,32.0,23.0,4.0,59.0,https://www.igluski.com/ski-resorts/italy/selva-val-gardena/hotel-serena_4131?holidayId=58494233,unknown,72,165,50,150,49,149
194,italy,cortina,panda-hotel,1007,unknown,1224,140,47,5,29,13,52.0,18.0,8.0,78.0,https://www.igluski.com/ski-resorts/italy/cortina/panda-hotel_33210?holidayId=58538366,unknown,30,130,30,130,30,130
195,italy,kronplatz,sport-hotel-exclusive,1009,unknown,900,103,32,20,6,6,25.0,12.0,6.0,43.0,https://www.igluski.com/ski-resorts/italy/kronplatz/sport-hotel-exclusive_40757?holidayId=58451601,200,60,120,60,130,60,132
196,austria,kaprun,hotel-toni,1009,unknown,775,132,56,12,17,27,31.0,19.0,9.0,59.0,https://www.igluski.com/ski-resorts/austria/kaprun/hotel-toni_22750?holidayId=58459067,100,0,130,33,188,39,235
197,austria,seefeld,hotel-seefelderhof,1010,250,1207,50,31,2,7,21,8.0,8.0,2.0,18.0,https://www.igluski.com/ski-resorts/austria/seefeld/hotel-seefelderhof_4123?holidayId=58400717,112,0,0,20,70,35,102
198,austria,bad-hofgastein,hotel-alpina,1010,unknown,870,208,49,11,19,18,16.0,38.0,6.0,60.0,https://www.igluski.com/ski-resorts/austria/bad-hofgastein/hotel-alpina_38008?holidayId=58463022,unknown,0,100,48,155,45,176
199,austria,kaprun,hotel-tauernhof,1012,unknown,775,132,56,12,17,27,31.0,19.0,9.0,59.0,https://www.igluski.com/ski-resorts/austria/kaprun/hotel-tauernhof_1370?holidayId=58210159,100,0,130,33,188,39,235
200,austria,bad-hofgastein,hotel-palace,1012,unknown,870,208,49,11,19,18,16.0,38.0,6.0,60.0,https://www.igluski.com/ski-resorts/austria/bad-hofgastein/hotel-palace_1258?holidayId=58417877,396,0,100,48,155,45,176
201,france,aime-la-plagne,hotel-club-mmv-plagne-2000,1016,unknown,2100,225,139,15,66,58,76.0,33.0,19.0,128.0,https://www.igluski.com/ski-resorts/france/aime-la-plagne/hotel-club-mmv-plagne-2000_39275?holidayId=58442655,100,0,0,20,250,13,321
202,france,tignes-les-brevieres,hotel-club-mmv-les-brevieres,1019,500,1550,300,89,10,45,34,83.0,46.0,25.0,154.0,https://www.igluski.com/ski-resorts/france/tignes-les-brevieres/hotel-club-mmv-les-brevieres_32421?holidayId=58337744,unknown,unknown,unknown,unknown,unknown,unknown,unknown
203,italy,madonna-di-campiglio,hotel-splendid,1021,120,1550,150,47,9,29,9,21.0,13.0,4.0,38.0,https://www.igluski.com/ski-resorts/italy/madonna-di-campiglio/hotel-splendid_40749?holidayId=58481079,100,79,187,60,160,60,149
204,italy,san-candido,hotel-villa-stefania,1022,600,1600,93,32,1,7,19,24.0,37.0,15.0,76.0,https://www.igluski.com/ski-resorts/italy/san-candido/hotel-villa-stefania_42105?holidayId=58509920,120,unknown,unknown,unknown,unknown,unknown,unknown
205,austria,schladming,hotel-schladmingerhof,1023,1500,745,175,93,8,23,62,22.0,44.0,8.0,74.0,https://www.igluski.com/ski-resorts/austria/schladming/hotel-schladmingerhof_36800?holidayId=58493954,unknown,0,50,70,110,67,118
